OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,longitude,latitude
1,0.11635745319,0.00078230679,Newark Airport,1,EWR,-74.17400027276305,40.691831206401545
2,0.43346966679,0.00486634038,Jamaica Bay,2,Queens,-73.83129854302207,40.616745291659825
3,0.0843411059,0.00031441416,Allerton/Pelham Gardens,3,Bronx,-73.84742223236715,40.864473684775454
4,0.04356652709,0.00011187195,Alphabet City,4,Manhattan,-73.97696825691766,40.7237521415848
5,0.09214648986,0.00049795749,Arden Heights,5,Staten Island,-74.18848410184923,40.552659286945634
6,0.15049054252,0.00060646098,Arrochar/Fort Wadsworth,6,Staten Island,-74.0717705589513,40.60032414603461
7,0.10741717112,0.00038978799,Astoria,7,Queens,-73.9196943194606,40.76149256216373
8,0.02759069116,2.658772e-05,Astoria Park,8,Queens,-73.92308615750753,40.77855865375073
9,0.09978409247,0.0003384438,Auburndale,9,Queens,-73.7879488777789,40.75103502557229
10,0.09983947942,0.00043582382,Baisley Park,10,Queens,-73.79098635986959,40.678953310115254
11,0.07921103896,0.00026452054,Bath Beach,11,Brooklyn,-74.00748815801177,40.604272840030774
12,0.03666130136,4.151162e-05,Battery Park,12,Manhattan,-74.01556351255897,40.7029458349847
13,0.05028132286,0.00014935859,Battery Park City,13,Manhattan,-74.01607915192926,40.71203815707448
14,0.17521369805,0.00138177826,Bay Ridge,14,Brooklyn,-74.02989237418788,40.624834923608205
15,0.14433622262,0.0009252194,Bay Terrace/Fort Totten,15,Queens,-73.78597227877705,40.78333304726096
16,0.14129187377,0.00087188945,Bayside,16,Queens,-73.77342181890134,40.76273837544242
17,0.09352263295,0.00032295765,Bedford,17,Brooklyn,-73.94990503507508,40.69150749488065
18,0.06979954986,0.00014885016,Bedford Park,18,Bronx,-73.89018328872034,40.867682456075414
19,0.10182487545,0.00054666109,Bellerose,19,Queens,-73.72665537528711,40.735486779763384
20,0.05144019244,0.00013451263,Belmont,20,Bronx,-73.88586748106962,40.857779675441584
21,0.11597356906,0.00038025135,Bensonhurst East,21,Brooklyn,-73.98353709672233,40.601429439835165
22,0.1261702292,0.00047206268,Bensonhurst West,22,Brooklyn,-73.99525857986231,40.612218257805615
23,0.29055602896,0.00219556576,Bloomfield/Emerson Hill,23,Staten Island,-74.17088688155255,40.60644770102755
24,0.04699996193,6.072357e-05,Bloomingdale,24,Manhattan,-73.96547951516968,40.80197049389964
25,0.04714581993,0.00012416827,Boerum Hill,25,Brooklyn,-73.98611382213663,40.685633741320636
26,0.12354780707,0.00053403993,Borough Park,26,Brooklyn,-73.98866123078288,40.63094965524548
27,0.20250880852,0.00134088763,Breezy Point/Fort Tilden/Riis Beach,27,Queens,-73.90690832237597,40.55913327946765
28,0.09796078221,0.00029120393,Briarwood/Jamaica Hills,28,Queens,-73.80872901637518,40.71159635794509
29,0.07140831277,0.00020167384,Brighton Beach,29,Brooklyn,-73.96121676866852,40.580921971933805
30,0.09450976698,0.00014586211,Broad Channel,30,Queens,-73.82192695679416,40.60368744213567
31,0.09642456665,0.00033397593,Bronx Park,31,Bronx,-73.87547595053037,40.8577466809159
32,0.05426721601,0.00015087917,Bronxdale,32,Bronx,-73.8649009987672,40.86400220602363
33,0.0532702932,0.0001474168,Brooklyn Heights,33,Brooklyn,-73.99525011996623,40.69579822121126
34,0.06570593235,0.00017394615,Brooklyn Navy Yard,34,Brooklyn,-73.97118869233036,40.70085573851714
35,0.08578791859,0.0003238252,Brownsville,35,Brooklyn,-73.91025783136135,40.664003117925986
36,0.08705078671,0.00024766614,Bushwick North,36,Brooklyn,-73.91771053131579,40.700522199519206
37,0.14281004047,0.00045206264,Bushwick South,37,Brooklyn,-73.92224002165725,40.69499431844212
38,0.08321756852,0.00032739268,Cambria Heights,38,Queens,-73.73555427058822,40.69434146723171
39,0.13236962076,0.00090028294,Canarsie,39,Brooklyn,-73.8997349566939,40.63803713911706
40,0.05185066488,0.00010894921,Carroll Gardens,40,Brooklyn,-73.99595619089148,40.679199014097094
41,0.05279310945,0.00014309304,Central Harlem,41,Manhattan,-73.95129200243511,40.80433394979461
42,0.09270922746,0.00026389695,Central Harlem North,42,Manhattan,-73.94077166756264,40.818257861119235
43,0.09973861836,0.00037966291,Central Park,43,Manhattan,-73.96555356545916,40.78247809974789
44,0.23568896759,0.00194465649,Charleston/Tottenville,44,Staten Island,-74.23353354937652,40.525494581763816
45,0.04590686262,9.135947e-05,Chinatown,45,Manhattan,-73.99815149899047,40.71245931177948
46,0.13447542988,0.00092639168,City Island,46,Bronx,-73.78198714613217,40.84908594313967
47,0.08982755633,0.00016319812,Claremont/Bathgate,47,Bronx,-73.90031590586486,40.842749176098025
48,0.04374674414,9.425384e-05,Clinton East,48,Manhattan,-73.98984464313301,40.762252755319366
49,0.07529001834,0.00020318553,Clinton Hill,49,Brooklyn,-73.9623635381836,40.687967457147465
50,0.05574798675,0.00017324928,Clinton West,50,Manhattan,-73.99513522075517,40.76623772504186
51,0.09536134423,0.00039575655,Co-Op City,51,Bronx,-73.82826367307186,40.87397305492024
52,0.02890767101,4.520275e-05,Cobble Hill,52,Brooklyn,-73.99672403175194,40.68665124165605
53,0.16150091339,0.00094753098,College Point,53,Queens,-73.84281349543204,40.780912355791266
54,0.07621924486,0.00013245213,Columbia Street,54,Brooklyn,-74.00291127745284,40.68720074733727
55,0.14995680752,0.00073627471,Coney Island,55,Brooklyn,-73.98794343407197,40.57696075363783
56,0.05684781267,0.00018090784,Corona,56,Queens,-73.85884524943998,40.74140677482976
56,0.05684781267,0.00018090784,Corona,56,Queens,-73.85358156034266,40.751819366999456
57,0.01927050486,1.802598e-05,Corona,56,Queens,-73.85884524943998,40.74140677482976
57,0.01927050486,1.802598e-05,Corona,56,Queens,-73.85358156034266,40.751819366999456
58,0.05985540949,0.00020498093,Country Club,58,Bronx,-73.82039319252786,40.84145210068253
59,0.03779480709,6.287652e-05,Crotona Park,59,Bronx,-73.89498588493974,40.83855028852789
60,0.07864828782,0.00016183328,Crotona Park East,60,Bronx,-73.88590003419152,40.83399047727385
61,0.1173108081,0.00051077209,Crown Heights North,61,Brooklyn,-73.93928705867957,40.674469418266476
62,0.08225933598,0.00015823817,Crown Heights South,62,Brooklyn,-73.94878853931499,40.66654040578564
63,0.11910072188,0.00035319091,Cypress Hills,63,Brooklyn,-73.87817261050249,40.68383976195103
64,0.18445188474,0.00105790285,Douglaston,64,Queens,-73.73933714992869,40.76061560532155
65,0.04460706837,8.180388e-05,Downtown Brooklyn/MetroTech,65,Brooklyn,-73.98608600498395,40.695337529461135
66,0.05463345936,0.00010837886,DUMBO/Vinegar Hill,66,Brooklyn,-73.98570161582288,40.7022589388225
67,0.09974707816,0.00039428227,Dyker Heights,67,Brooklyn,-74.01380148744008,40.619619467835136
68,0.04933737956,0.00011107338,East Chelsea,68,Manhattan,-73.99991742024712,40.74842755506572
69,0.07898964505,0.0001990516,East Concourse/Concourse Village,69,Bronx,-73.91502929553268,40.831416697085196
70,0.06384031834,0.00019545848,East Elmhurst,70,Queens,-73.86839559842018,40.763352201133145
71,0.09316945518,0.00038257259,East Flatbush/Farragut,71,Brooklyn,-73.93796627061694,40.64428817438921
72,0.09520206952,0.00032353246,East Flatbush/Remsen Village,72,Brooklyn,-73.92225097400495,40.65236480407742
73,0.08530202091,0.00029179975,East Flushing,73,Queens,-73.80729418212229,40.75410888689297
74,0.11029093625,0.00029503842,East Harlem North,74,Manhattan,-73.93734560812497,40.801169480586516
75,0.08766389977,0.00024056393,East Harlem South,75,Manhattan,-73.94575026755157,40.79001075149546
76,0.24120301627,0.00126660143,East New York,76,Brooklyn,-73.87682061127191,40.660935196550525
77,0.07546108144,0.00019191798,East New York/Pennsylvania Avenue,77,Brooklyn,-73.89536411750329,40.66655893903528
78,0.09359444958,0.00019111442,East Tremont,78,Bronx,-73.88552181587427,40.84496041014611
79,0.04262491131,0.00010789307,East Village,79,Manhattan,-73.98593745682462,40.727620195909545
80,0.11721262145,0.00040732246,East Williamsburg,80,Brooklyn,-73.93679314491884,40.71536988214356
81,0.19759277173,0.00039956655,Eastchester,81,Bronx,-73.83664334408303,40.88093541148944
82,0.1198756497,0.00032360108,Elmhurst,82,Queens,-73.87711833280913,40.739495646778145
83,0.10598493327,0.00021746372,Elmhurst/Maspeth,83,Queens,-73.89217338112861,40.73832381382601
84,0.23362398703,0.00207375572,Eltingville/Annadale/Prince's Bay,84,Staten Island,-74.18767433468818,40.528686446566184
85,0.05747514736,0.0001436378,Erasmus,85,Brooklyn,-73.95162318261012,40.64611634689508
86,0.13424528258,0.00062327882,Far Rockaway,86,Queens,-73.755243696796,40.60243279341673
87,0.03690154961,6.720502e-05,Financial District North,87,Manhattan,-74.00749598562427,40.70680845166585
88,0.03520460353,5.729995e-05,Financial District South,88,Manhattan,-74.01151502922326,40.70335790323615
89,0.12279456955,0.00044754814,Flatbush/Ditmas Park,89,Brooklyn,-73.9609682490637,40.63790012347376
90,0.03075916208,5.531325e-05,Flatiron,90,Manhattan,-73.99697141558364,40.74227862901228
91,0.12499662459,0.00053733001,Flatlands,91,Brooklyn,-73.93009701219945,40.62627276333646
92,0.1178300668,0.00037494662,Flushing,92,Queens,-73.82885869884261,40.76110218983439
93,0.1709980276,0.00059427818,Flushing Meadows-Corona Park,93,Queens,-73.84086726234149,40.740675872160615
94,0.04983260831,6.258194e-05,Fordham South,94,Bronx,-73.89953593442154,40.858155196184065
95,0.11362960548,0.00057277034,Forest Hills,95,Queens,-73.84766941187527,40.72143227502132
96,0.1851802481,0.00054756625,Forest Park/Highland Park,96,Queens,-73.87155842518149,40.69700061310114
97,0.06247601474,0.00016330397,Fort Greene,97,Brooklyn,-73.974882086189,40.690786794210936
98,0.12166101828,0.00048577302,Fresh Meadows,98,Queens,-73.77725346665986,40.73446262820093
99,0.1833714893,0.00121016464,Freshkills Park,99,Staten Island,-74.18641851305921,40.57677363548707
100,0.02481310903,3.747002e-05,Garment District,100,Manhattan,-73.98878659911529,40.75351275872571
101,0.10170983628,0.00045234253,Glen Oaks,101,Queens,-73.71102598691235,40.74599381838421
102,0.13690048465,0.00029659547,Glendale,102,Queens,-73.87573576709775,40.7035456107629
103,0.01430551673,6.33056e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.04528829364004,40.689860103660195
103,0.01430551673,6.33056e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.04077076873645,40.698768673626134
103,0.01430551673,6.33056e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.01907272636831,40.68878423861296
104,0.02122083309,1.192053e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.04528829364004,40.689860103660195
104,0.02122083309,1.192053e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.04077076873645,40.698768673626134
104,0.02122083309,1.192053e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.01907272636831,40.68878423861296
105,0.07742533983,0.00036863639,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.04528829364004,40.689860103660195
105,0.07742533983,0.00036863639,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.04077076873645,40.698768673626134
105,0.07742533983,0.00036863639,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,-74.01907272636831,40.68878423861296
106,0.04921101198,0.00011361683,Gowanus,106,Brooklyn,-73.99064727363114,40.67351279686077
107,0.03804136459,7.461122e-05,Gramercy,107,Manhattan,-73.98405213268919,40.73682405761897
108,0.11117141227,0.00035286601,Gravesend,108,Brooklyn,-73.98143115020055,40.588403465290384
109,0.1782678196,0.00116960076,Great Kills,109,Staten Island,-74.15088980760535,40.55186299807707
110,0.10394629291,0.0005257451,Great Kills Park,110,Staten Island,-74.12834244237268,40.54578031659563
111,0.05993088007,0.00020868328,Green-Wood Cemetery,111,Brooklyn,-73.99023450433013,40.65213727041904
112,0.10726787577,0.00046206867,Greenpoint,112,Brooklyn,-73.94954030482207,40.72950628420886
113,0.03274535057,5.796346e-05,Greenwich Village North,113,Manhattan,-73.99430477051166,40.732579073027026
114,0.03172703477,4.702077e-05,Greenwich Village South,114,Manhattan,-73.99738026020042,40.72834039137229
115,0.11616941396,0.00037316899,Grymes Hill/Clifton,115,Staten Island,-74.08783880974953,40.617971375889255
116,0.06811648443,0.00026041534,Hamilton Heights,116,Manhattan,-73.94852173020877,40.827012654925376
117,0.16988585799,0.00090429427,Hammels/Arverne,117,Queens,-73.78962208250086,40.594058752814014
118,0.24396621769,0.00182693923,Heartland Village/Todt Hill,118,Staten Island,-74.13297872511696,40.58655462662629
119,0.08350703557,0.00018577945,Highbridge,119,Bronx,-73.92615723620786,40.83782699169886
120,0.08326127022,9.314628e-05,Highbridge Park,120,Manhattan,-73.9301821974284,40.84666774830276
121,0.09691533734,0.00038456329,Hillcrest/Pomonok,121,Queens,-73.80244428186222,40.72833332297307
122,0.06653184394,0.0002265971,Hollis,122,Queens,-73.76113699730597,40.71063928425105
123,0.08342113894,0.00029644517,Homecrest,123,Brooklyn,-73.96433367133902,40.59995429251391
124,0.12772441006,0.00075483782,Howard Beach,124,Queens,-73.84491858438535,40.65824796123061
125,0.04973221218,7.642932e-05,Hudson Sq,125,Manhattan,-74.0074858180095,40.7262904102812
126,0.12994872606,0.00070327383,Hunts Point,126,Bronx,-73.88553752149434,40.81207445859209
127,0.06001888558,0.00016319565,Inwood,127,Manhattan,-73.91930823586193,40.866075000727804
128,0.07020902907,0.00020740598,Inwood Hill Park,128,Manhattan,-73.92436981716105,40.87237880957359
129,0.09327272734,0.00047398833,Jackson Heights,129,Queens,-73.88531724061083,40.75731206303919
130,0.14202832067,0.00046832251,Jamaica,130,Queens,-73.79397965822719,40.70436877745512
131,0.11654712092,0.00042369615,Jamaica Estates,131,Queens,-73.77610076139923,40.720655238749565
132,0.24547851707,0.00203830095,JFK Airport,132,Queens,-73.78653298334973,40.64698489239515
133,0.06513486316,0.00015718899,Kensington,133,Brooklyn,-73.9761989895133,40.640590070674484
134,0.06958782233,0.00020237518,Kew Gardens,134,Queens,-73.8287124659753,40.70805099798806
135,0.12179304566,0.00046791224,Kew Gardens Hills,135,Queens,-73.82119590387467,40.72837768325733
136,0.09062871541,0.00014852499,Kingsbridge Heights,136,Bronx,-73.90591118270514,40.86526419152492
137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.97649472376759,40.740438978596416
138,0.10746693351,0.00053679729,LaGuardia Airport,138,Queens,-73.87362864289112,40.77437570593249
139,0.09329978845,0.00044666988,Laurelton,139,Queens,-73.74423435166719,40.67709779790901
140,0.04758429113,0.00011420391,Lenox Hill East,140,Manhattan,-73.95473878380504,40.765484087889845
141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.9596347414917,40.76694821638323
142,0.03817589423,7.565379e-05,Lincoln Square East,142,Manhattan,-73.98153220639179,40.77363329302709
143,0.05417985388,0.00015109427,Lincoln Square West,143,Manhattan,-73.98764554944388,40.775965228760995
144,0.02762016685,4.747897e-05,Little Italy/NoLiTa,144,Manhattan,-73.99691854183823,40.72088889344526
145,0.11431384498,0.00034664173,Long Island City/Hunters Point,145,Queens,-73.94889145447938,40.74537943399853
146,0.04714052157,0.00010463892,Long Island City/Queens Plaza,146,Queens,-73.93482888929138,40.754242520500306
147,0.05876549493,0.00010641817,Longwood,147,Bronx,-73.89895638182651,40.81967597930491
148,0.03913050156,6.974899e-05,Lower East Side,148,Manhattan,-73.99089626184735,40.71893835938027
149,0.08368058218,0.00027063962,Madison,149,Brooklyn,-73.94813559494116,40.60491359556376
150,0.08933149118,0.00033256804,Manhattan Beach,150,Brooklyn,-73.94362872180557,40.58047327426202
151,0.0548899411,0.0001288489,Manhattan Valley,151,Manhattan,-73.96816833309238,40.79796199310004
152,0.05790947688,0.00014663764,Manhattanville,152,Manhattan,-73.95378223705632,40.81797514762943
153,0.02473723902,3.24685e-05,Marble Hill,153,Manhattan,-73.91037866410586,40.87596780221243
154,0.22733157076,0.00178968692,Marine Park/Floyd Bennett Field,154,Brooklyn,-73.90259658693111,40.59357083658514
155,0.16980847303,0.00086826102,Marine Park/Mill Basin,155,Brooklyn,-73.91527709386854,40.61459098927571
156,0.14447689048,0.00105212174,Mariners Harbor,156,Staten Island,-74.16723534170721,40.63130769285308
157,0.13130021778,0.00035437013,Maspeth,157,Queens,-73.90232968131372,40.723995074933526
158,0.05480999055,0.00018556825,Meatpacking/West Village West,158,Manhattan,-74.00898410478531,40.735035400696646
159,0.06436323321,0.0001712491,Melrose South,159,Bronx,-73.91284939799152,40.81825974768985
160,0.14151914297,0.00057123498,Middle Village,160,Queens,-73.88005140814958,40.71833677001376
161,0.03580391006,7.191307e-05,Midtown Center,161,Manhattan,-73.97769793122406,40.75802804352625
162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.9723559435203,40.75668765218883
163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.97756868222716,40.764421405786784
164,0.03577161199,5.563182e-05,Midtown South,164,Manhattan,-73.98515639467682,40.74857462935672
165,0.08860803621,0.00035395932,Midwood,165,Brooklyn,-73.956824605838,40.62092404874622
166,0.06882375429,0.00025527627,Morningside Heights,166,Manhattan,-73.96176359682917,40.809456961125264
167,0.09081597373,0.00016752939,Morrisania/Melrose,167,Bronx,-73.90235177500074,40.82751255686402
168,0.11451743416,0.0005470581,Mott Haven/Port Morris,168,Bronx,-73.91682193806456,40.80734716766525
169,0.06010465803,0.00014602754,Mount Hope,169,Bronx,-73.90512221938542,40.84905837739125
170,0.04576900911,7.431507e-05,Murray Hill,170,Manhattan,-73.97849159965224,40.7477457936439
171,0.10735387624,0.00052009954,Murray Hill-Queens,171,Queens,-73.80954582099433,40.768351626308466
172,0.11847611615,0.0006584025,New Dorp/Midland Beach,172,Staten Island,-74.10501900721488,40.571768892932596
173,0.06006396614,0.00017832985,North Corona,173,Queens,-73.86303754486688,40.75257923914961
174,0.06781775596,0.00015592866,Norwood,174,Bronx,-73.87902225226023,40.87713760287661
175,0.1348976651,0.00050492073,Oakland Gardens,175,Queens,-73.75462173612374,40.74267210348265
176,0.1519951907,0.00065778213,Oakwood,176,Staten Island,-74.1225840297696,40.5619942345841
177,0.07158054071,0.00019889476,Ocean Hill,177,Brooklyn,-73.91363213611349,40.67664410104019
178,0.06825287707,0.00017580541,Ocean Parkway South,178,Brooklyn,-73.97032580128301,40.61731493715172
179,0.07138086444,0.00018389348,Old Astoria,179,Queens,-73.92833318686124,40.7715702435834
180,0.08052776715,0.00024768219,Ozone Park,180,Queens,-73.84704317269407,40.675594990706735
181,0.08953723995,0.00030689029,Park Slope,181,Brooklyn,-73.98141374048748,40.670374325917244
182,0.03936063695,9.106442e-05,Parkchester,182,Bronx,-73.85798694048577,40.837748664353555
183,0.03982629603,9.519295e-05,Pelham Bay,183,Bronx,-73.83158179959665,40.849172617182596
184,0.26081568304,0.00198883363,Pelham Bay Park,184,Bronx,-73.80785726631285,40.86827620354779
185,0.08616196816,0.0002285371,Pelham Parkway,185,Bronx,-73.85439380221176,40.85440471268922
186,0.02469639022,3.707294e-05,Penn Station/Madison Sq West,186,Manhattan,-73.99243753697608,40.748497181405
187,0.12686843132,0.00042119576,Port Richmond,187,Staten Island,-74.14078750231764,40.62816687457197
188,0.09779839684,0.00031300303,Prospect-Lefferts Gardens,188,Brooklyn,-73.94744164500473,40.658744450856695
189,0.04867433065,0.00010142759,Prospect Heights,189,Brooklyn,-73.96758681222951,40.67763538934727
190,0.07432946608,0.00027087367,Prospect Park,190,Brooklyn,-73.96891374270628,40.661622158356835
191,0.13093263766,0.0006884606,Queens Village,191,Queens,-73.74153176997542,40.715454515305204
192,0.11196461971,0.00037380802,Queensboro Hill,192,Queens,-73.81522935845769,40.74375148543155
193,0.06552995848,0.00014559166,Queensbridge/Ravenswood,193,Queens,-73.94199705818421,40.760313635026975
194,0.08179383535,0.0002734817,Randalls Island,194,Manhattan,-73.92459630024574,40.7910007817113
195,0.13130824407,0.00080165195,Red Hook,195,Brooklyn,-74.00917849113303,40.675548862280905
196,0.08324211063,0.00019747133,Rego Park,196,Queens,-73.86333855806275,40.72615563957924
197,0.10856853223,0.00050468916,Richmond Hill,197,Queens,-73.83092407449995,40.69454235438129
198,0.13409424276,0.00049980988,Ridgewood,198,Queens,-73.90170926444726,40.706526794419574
199,0.07780850052,0.00028874755,Rikers Island,199,Bronx,-73.8826582470059,40.79113290307747
200,0.11266173544,0.00074464317,Riverdale/North Riverdale/Fieldston,200,Bronx,-73.90698710771419,40.89952906437648
201,0.13040411769,0.00061935075,Rockaway Park,201,Queens,-73.84345281477813,40.57798249377509
202,0.06992157126,0.0001061754,Roosevelt Island,202,Manhattan,-73.94995171169582,40.76189974995506
203,0.18993781587,0.00061512986,Rosedale,203,Queens,-73.73947255987297,40.6578534180194
204,0.10191241831,0.00064138427,Rossville/Woodrow,204,Staten Island,-74.20782608356566,40.540334005296096
205,0.14195338833,0.00076621651,Saint Albans,205,Queens,-73.76314612543841,40.691201446806126
206,0.21275679339,0.00094439251,Saint George/New Brighton,206,Staten Island,-74.10231250352736,40.638972205166496
207,0.02837568315,4.472308e-05,Saint Michaels Cemetery/Woodside,207,Queens,-73.8993525643454,40.76398558883055
208,0.21472100958,0.00202032599,Schuylerville/Edgewater Park,208,Bronx,-73.82354011891952,40.82331858387752
209,0.03069531135,3.887034e-05,Seaport,209,Manhattan,-74.00366456329897,40.7090727427931
210,0.11485198337,0.00045315513,Sheepshead Bay,210,Brooklyn,-73.94050716694062,40.592023464364296
211,0.02523450821,3.97292e-05,SoHo,211,Manhattan,-74.00153756565634,40.72388811004171
212,0.06712906534,0.00016127619,Soundview/Bruckner,212,Bronx,-73.86967965711676,40.82790214858741
213,0.15995878382,0.00090407791,Soundview/Castle Hill,213,Bronx,-73.85813498781431,40.81785855770815
214,0.13530031425,0.00081197652,South Beach/Dongan Hills,214,Staten Island,-74.0855123582692,40.586786633051915
215,0.10355645363,0.00039564702,South Jamaica,215,Queens,-73.79096393223053,40.69442755408876
216,0.11679755468,0.00081607665,South Ozone Park,216,Queens,-73.8194596368276,40.67615403721377
217,0.05539052513,0.00011473327,South Williamsburg,217,Brooklyn,-73.9585968450717,40.703916440465754
218,0.0837008281,0.00028129374,Springfield Gardens North,218,Queens,-73.77303565610492,40.67208970676732
219,0.15512666968,0.00042817634,Springfield Gardens South,219,Queens,-73.7645057855823,40.66218488071141
220,0.10601594327,0.00031303574,Spuyten Duyvil/Kingsbridge,220,Bronx,-73.91066467564433,40.88240311320921
221,0.16621822085,0.00089011157,Stapleton,221,Staten Island,-74.0737044453025,40.61876927873207
222,0.0483893528,0.00013026834,Starrett City,222,Brooklyn,-73.88241292571811,40.64752703432359
223,0.16602192528,0.0007643607,Steinway,223,Queens,-73.90540773409826,40.777426920532776
224,0.04402044628,9.84787e-05,Stuy Town/Peter Cooper Village,224,Manhattan,-73.97659767323343,40.73182063601676
225,0.08879920733,0.0003108354,Stuyvesant Heights,225,Brooklyn,-73.93188826440709,40.688168186954954
226,0.16895776204,0.00076194415,Sunnyside,226,Queens,-73.92467306585047,40.73769895644442
227,0.08283015708,0.00026831653,Sunset Park East,227,Brooklyn,-74.00465205914723,40.64188631576522
228,0.17768517771,0.00099341478,Sunset Park West,228,Brooklyn,-74.01127116962887,40.652354649538424
229,0.04252529001,9.470582e-05,Sutton Place/Turtle Bay North,229,Manhattan,-73.96514579918421,40.75672894163307
230,0.03102830968,5.609145e-05,Times Sq/Theatre District,230,Manhattan,-73.9841964890757,40.75981761719185
231,0.06342011656,0.00016692975,TriBeCa/Civic Center,231,Manhattan,-74.00787970866403,40.717772736265175
232,0.06147090853,0.00021604997,Two Bridges/Seward Park,232,Manhattan,-73.98302455833488,40.7147325069394
233,0.04803591829,0.00011618809,UN/Turtle Bay South,233,Manhattan,-73.97044256869235,40.74991407790216
234,0.0360721995,7.310544e-05,Union Sq,234,Manhattan,-73.99045782354732,40.74033744175701
235,0.07616684265,0.00021284455,University Heights/Morris Heights,235,Bronx,-73.91597542466435,40.852521149263495
236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.95701169835739,40.78043643718997
237,0.04221260034,9.598732e-05,Upper East Side South,237,Manhattan,-73.96563453538072,40.76861518381155
238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.97304890061595,40.79170493442709
239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.97863194845081,40.783961430313774
240,0.14606976438,0.00072213092,Van Cortlandt Park,240,Bronx,-73.88197807761944,40.894599127507
241,0.06876457776,0.00025467698,Van Cortlandt Village,241,Bronx,-73.89562001785477,40.876512375445536
242,0.13813644643,0.00036007245,Van Nest/Morris Park,242,Bronx,-73.85067057708342,40.8467828958098
243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan,-73.93283148761297,40.85710828331443
244,0.08056860446,0.00035970275,Washington Heights South,244,Manhattan,-73.94139910573641,40.841708771119784
245,0.09598305966,0.00046617541,West Brighton,245,Staten Island,-74.10286011016638,40.630049391830696
246,0.06946719374,0.00028129833,West Chelsea/Hudson Yards,246,Manhattan,-74.0040151252865,40.75330906598335
247,0.09296785823,0.00020561716,West Concourse,247,Bronx,-73.92440873264252,40.828988230484576
248,0.05691911677,0.00014959277,West Farms/Bronx River,248,Bronx,-73.87228927297001,40.83416531682759
249,0.03638434365,7.22156e-05,West Village,249,Manhattan,-74.00287495910834,40.73457600733175
250,0.07962634655,0.00024097585,Westchester Village/Unionport,250,Bronx,-73.84864070062379,40.83210165963213
251,0.1377111611,0.00062575498,Westerleigh,251,Staten Island,-74.12534779829359,40.61688000771182
252,0.15800437356,0.00102526406,Whitestone,252,Queens,-73.81565681271002,40.788193016728655
253,0.03605149982,7.833958e-05,Willets Point,253,Queens,-73.84124393899134,40.76063075217261
254,0.08588637549,0.00036004022,Williamsbridge/Olinville,254,Bronx,-73.8589482397575,40.88215708304705
255,0.06238419977,0.00017230918,Williamsburg (North Side),255,Brooklyn,-73.95741813122189,40.718803918129915
256,0.06791496696,0.0001686111,Williamsburg (South Side),256,Brooklyn,-73.9599046273053,40.710879933377385
257,0.05866902598,0.00013890947,Windsor Terrace,257,Brooklyn,-73.97798241330011,40.65361187133663
258,0.08901337877,0.00036620962,Woodhaven,258,Queens,-73.85576675985419,40.68872135698128
259,0.12675030519,0.00039455249,Woodlawn/Wakefield,259,Bronx,-73.8522154537012,40.897932025294686
260,0.13351415464,0.00042234533,Woodside,260,Queens,-73.9063064419788,40.74423471780148
261,0.02712045636,3.434232e-05,World Trade Center,261,Manhattan,-74.01302277174902,40.70913894067186
262,0.04906362315,0.00012233027,Yorkville East,262,Manhattan,-73.94651035601464,40.77593240314994
263,0.0370166253,6.576977e-05,Yorkville West,263,Manhattan,-73.951009874818,40.77876585543437
